,0
1662,CYTEK00008295
1663,CYTEK00008296
1664,CYTEK00008297
1665,CYTEK00008298
1666,CYTEK00008299
1667,CYTEK00008300
1668,CYTEK00008301
1669,CYTEK00008302
1670,CYTEK00008303
1671,CYTEK00008304
1672,CYTEK00008305
1673,CYTEK00008306
1674,CYTEK00008307
1675,CYTEK00008308
1676,CYTEK00008309
1677,CYTEK00008310
1678,CYTEK00008311
1679,CYTEK00008312
1680,CYTEK00008313
1681,CYTEK00008314
1682,CYTEK00008315
1683,CYTEK00008316
1684,CYTEK00008317
1685,CYTEK00008318
1686,CYTEK00008319
1687,CYTEK00008320
1688,CYTEK00008321
1689,CYTEK00008322
1690,CYTEK00008323
1691,CYTEK00008324
1692,CYTEK00008325
1693,CYTEK00008326
1694,CYTEK00008327
1695,CYTEK00008328
1696,CYTEK00008329
1697,CYTEK00008330
1698,CYTEK00008331
1699,CYTEK00008332
1700,CYTEK00008333
1701,CYTEK00008334
1702,CYTEK00008335
1703,CYTEK00008336
1704,CYTEK00008337
1705,CYTEK00008338
1706,CYTEK00008339
1707,CYTEK00008340
1708,CYTEK00008341
1709,CYTEK00008342
1710,CYTEK00008343
1711,CYTEK00008344
1712,CYTEK00008345
1713,CYTEK00008346
1714,CYTEK00008347
1715,CYTEK00008348
1716,CYTEK00008349
1717,CYTEK00008574
1718,CYTEK00008575
1719,CYTEK00008576
1720,CYTEK00008577
1721,CYTEK00008578
1722,CYTEK00008579
1723,CYTEK00008580
1724,CYTEK00008581
1725,CYTEK00008582
1726,CYTEK00008583
1727,CYTEK00008584
1728,CYTEK00008585
1729,CYTEK00008586
1730,CYTEK00008587
1731,CYTEK00008588
1732,CYTEK00008589
1733,CYTEK00008590
1734,CYTEK00008591
1735,CYTEK00008592
1736,CYTEK00008593
1737,CYTEK00008594
1738,CYTEK00008595
1739,CYTEK00008596
1740,CYTEK00008597
1741,CYTEK00008598
1742,CYTEK00008599
1743,CYTEK00008600
1744,CYTEK00008601
1745,CYTEK00008602
1746,CYTEK00008603
1747,CYTEK00008604
1748,CYTEK00011057
1749,CYTEK00011058
1750,CYTEK00011059
1751,CYTEK00011060
1752,CYTEK00011061
1753,CYTEK00011062
1754,CYTEK00012943
1755,CYTEK00012944
1756,CYTEK00012945
1757,CYTEK00012946
1758,CYTEK00012947
1759,CYTEK00012948
1760,CYTEK00012949
1761,CYTEK00012950
1762,CYTEK00012951
1763,CYTEK00012952
1764,CYTEK00012953
1765,CYTEK00012954
1766,CYTEK00012955
1767,CYTEK00012956
1768,CYTEK00012957
1769,CYTEK00012958
1770,CYTEK00013163
1771,CYTEK00013164
1772,CYTEK00013165
1773,CYTEK00013208
1774,CYTEK00013209
1775,CYTEK00013210
1776,CYTEK00013211
1777,CYTEK00013212
1778,CYTEK00013213
1779,CYTEK00013214
1780,CYTEK00013215
1781,CYTEK00013216
1782,CYTEK00013217
1783,CYTEK00013218
1784,CYTEK00013219
1785,CYTEK00013220
1786,C
1787,Y
1788,T
1789,E
1790,K
1791,0
1792,0
1793,0
1794,1
1795,7
1796,7
1797,7
1798,6
1799,C
1800,Y
1801,T
1802,E
1803,K
1804,0
1805,0
1806,0
1807,2
1808,4
1809,7
1810,5
1811,1
1812,CYTEK00025078
1813,CYTEK00025079
1814,CYTEK00025080
1815,CYTEK00025081
1816,CYTEK00025082
1817,CYTEK00025083
1818,CYTEK00025084
1819,CYTEK00025085
1820,CYTEK00025086
1821,CYTEK00025087
1822,CYTEK00025088
1823,CYTEK00025089
1824,CYTEK00025090
1825,CYTEK00025091
1826,CYTEK00025092
1827,CYTEK00025093
1828,CYTEK00025094
1829,CYTEK00025095
1830,CYTEK00025096
1831,CYTEK00025097
1832,CYTEK00025098
1833,CYTEK00025099
1834,CYTEK00025100
1835,CYTEK00025101
1836,CYTEK00025102
1837,CYTEK00025103
1838,CYTEK00025104
1839,CYTEK00025105
1840,CYTEK00025106
1841,CYTEK00025107
1842,CYTEK00025108
1843,CYTEK00025109
1844,CYTEK00025110
1845,CYTEK00025111
1846,CYTEK00025112
1847,CYTEK00025113
1848,CYTEK00025114
1849,CYTEK00025115
1850,CYTEK00025116
1851,CYTEK00025117
1852,CYTEK00025118
1853,CYTEK00025119
1854,CYTEK00026586
1855,CYTEK00026587
1856,CYTEK00026588
1857,CYTEK00026589
1858,CYTEK00026590
1859,CYTEK00026591
1860,CYTEK00026592
1861,CYTEK00026593
1862,CYTEK00026594
1863,CYTEK00026595
1864,CYTEK00026596
1865,CYTEK00026597
1866,CYTEK00026598
1867,CYTEK00026599
1868,CYTEK00026600
1869,CYTEK00028164
1870,CYTEK00028165
1871,CYTEK00030634
1872,CYTEK00030635
1873,CYTEK00030636
1874,CYTEK00030637
1875,CYTEK00030638
1876,CYTEK00030639
1877,CYTEK00030640
1878,CYTEK00030641
1879,CYTEK00030642
1880,CYTEK00030643
1881,CYTEK00030644
1882,CYTEK00030645
1883,CYTEK00030646
1884,CYTEK00030647
1885,CYTEK00030648
1886,CYTEK00030649
1887,CYTEK00030650
1888,CYTEK00030651
1889,CYTEK00030652
1890,CYTEK00030653
1891,CYTEK00030654
1892,CYTEK00030655
1893,CYTEK00030656
1894,CYTEK00030657
1895,CYTEK00030658
1896,CYTEK00030659
1897,CYTEK00030660
1898,CYTEK00030661
1899,CYTEK00030662
1900,CYTEK00030663
1901,CYTEK00030664
1902,CYTEK00030665
1903,CYTEK00030666
1904,CYTEK00030667
1905,CYTEK00030668
1906,CYTEK00030669
1907,CYTEK00030670
1908,CYTEK00030671
1909,CYTEK00030672
1910,CYTEK00030673
1911,CYTEK00030674
1912,CYTEK00030675
1913,CYTEK00030676
1914,CYTEK00030677
1915,CYTEK00030678
1916,CYTEK00030679
1917,CYTEK00030680
1918,CYTEK00030681
1919,CYTEK00030682
1920,CYTEK00030683
1921,CYTEK00030684
1922,CYTEK00030685
1923,CYTEK00030686
1924,CYTEK00030687
1925,CYTEK00030688
1926,CYTEK00030689
1927,CYTEK00030690
1928,CYTEK00030691
1929,CYTEK00030692
1930,CYTEK00030693
1931,CYTEK00030694
1932,CYTEK00030695
1933,CYTEK00030696
1934,CYTEK00030697
1935,CYTEK00030698
1936,CYTEK00030699
1937,CYTEK00030700
1938,CYTEK00030701
1939,CYTEK00030702
1940,CYTEK00030703
1941,CYTEK00030704
1942,CYTEK00030705
1943,CYTEK00030706
1944,CYTEK00030707
1945,CYTEK00030708
1946,CYTEK00030709
1947,CYTEK00030710
1948,CYTEK00030711
1949,CYTEK00030712
1950,CYTEK00030713
1951,CYTEK00030714
1952,CYTEK00030715
1953,CYTEK00030716
1954,CYTEK00030717
1955,CYTEK00030718
1956,CYTEK00030719
1957,CYTEK00030720
1958,CYTEK00030721
1959,CYTEK00030722
1960,CYTEK00030723
1961,CYTEK00030724
1962,CYTEK00033090
1963,CYTEK00033091
1964,CYTEK00033092
1965,CYTEK00033093
1966,CYTEK00033094
1967,CYTEK00033095
1968,CYTEK00033096
1969,CYTEK00033097
1970,CYTEK00033098
1971,CYTEK00033099
1972,CYTEK00033100
1973,CYTEK00033101
1974,CYTEK00033102
1975,CYTEK00033103
1976,CYTEK00033104
1977,CYTEK00033105
1978,CYTEK00033106
1979,CYTEK00033107
1980,CYTEK00033108
1981,CYTEK00033109
1982,CYTEK00033110
1983,CYTEK00033111
1984,CYTEK00033112
1985,CYTEK00033113
1986,CYTEK00033114
1987,CYTEK00033115
1988,CYTEK00033116
1989,CYTEK00033117
1990,CYTEK00033118
1991,CYTEK00033119
1992,CYTEK00033120
1993,CYTEK00033121
1994,CYTEK00033122
1995,CYTEK00033123
1996,CYTEK00033124
1997,CYTEK00033125
1998,CYTEK00033126
1999,CYTEK00033267
2000,CYTEK00033268
2001,CYTEK00033269
2002,CYTEK00033270
2003,CYTEK00033271
2004,CYTEK00033272
2005,CYTEK00033273
2006,CYTEK00033274
2007,CYTEK00033275
2008,CYTEK00033276
2009,CYTEK00033277
2010,CYTEK00033278
2011,CYTEK00033279
2012,CYTEK00033280
2013,CYTEK00033281
2014,CYTEK00033282
2015,CYTEK00033283
2016,CYTEK00033284
2017,CYTEK00033285
2018,CYTEK00033286
2019,CYTEK00033287
2020,CYTEK00033288
2021,CYTEK00033289
2022,CYTEK00033290
2023,CYTEK00033291
2024,CYTEK00033292
2025,CYTEK00033293
2026,CYTEK00033294
2027,CYTEK00033295
2028,CYTEK00033296
2029,CYTEK00033297
2030,CYTEK00033298
2031,CYTEK00033299
2032,CYTEK00033300
2033,CYTEK00033301
2034,CYTEK00033302
2035,CYTEK00033303
2036,CYTEK00033304
2037,CYTEK00033305
2038,CYTEK00033306
2039,CYTEK00033307
2040,CYTEK00033308
2041,CYTEK00033309
2042,CYTEK00033310
2043,CYTEK00033311
2044,CYTEK00033312
2045,CYTEK00033313
2046,CYTEK00033314
2047,CYTEK00033315
2048,CYTEK00033316
2049,CYTEK00033317
2050,CYTEK00033318
2051,CYTEK00033319
2052,CYTEK00033320
2053,CYTEK00033321
2054,CYTEK00033322
2055,CYTEK00033323
2056,CYTEK00033324
2057,CYTEK00033325
2058,CYTEK00033326
2059,CYTEK00033327
2060,CYTEK00033328
2061,CYTEK00033329
2062,CYTEK00033330
2063,CYTEK00033331
2064,CYTEK00033332
2065,CYTEK00033333
2066,CYTEK00033334
2067,CYTEK00033335
2068,CYTEK00033336
2069,CYTEK00033337
2070,CYTEK00033338
2071,CYTEK00033339
2072,CYTEK00033340
2073,CYTEK00033341
2074,CYTEK00033342
2075,CYTEK00033343
2076,CYTEK00033344
2077,CYTEK00033345
2078,CYTEK00033346
2079,CYTEK00033347
2080,CYTEK00033348
2081,CYTEK00033349
2082,CYTEK00033350
2083,CYTEK00033351
2084,CYTEK00033352
2085,CYTEK00033353
2086,CYTEK00036673
2087,CYTEK00036674
2088,CYTEK00036675
2089,CYTEK00036676
2090,CYTEK00036677
2091,CYTEK00039799
2092,CYTEK00039800
2093,CYTEK00039801
2094,CYTEK00039802
2095,CYTEK00039803
2096,CYTEK00039804
2097,CYTEK00039805
2098,CYTEK00039806
2099,CYTEK00039807
2100,CYTEK00039808
2101,CYTEK00039809
2102,CYTEK00039810
2103,CYTEK00039811
2104,CYTEK00039812
2105,CYTEK00039813
2106,CYTEK00039814
2107,CYTEK00039815
2108,CYTEK00039816
2109,CYTEK00039817
2110,CYTEK00039818
2111,CYTEK00039819
2112,CYTEK00039820
2113,CYTEK00039821
2114,CYTEK00039822
2115,CYTEK00039823
2116,CYTEK00039824
2117,CYTEK00050228
2118,CYTEK00050229
2119,CYTEK00050230
2120,CYTEK00050231
2121,CYTEK00050232
2122,CYTEK00050233
2123,CYTEK00050234
2124,CYTEK00050235
2125,CYTEK00050236
2126,CYTEK00050237
2127,CYTEK00050238
2128,CYTEK00050239
2129,CYTEK00050240
2130,CYTEK00050241
2131,CYTEK00050242
2132,CYTEK00050243
2133,CYTEK00050244
2134,CYTEK00050809
2135,CYTEK00050810
2136,CYTEK00050811
2137,CYTEK00050812
2138,CYTEK00050813
2139,C
2140,Y
2141,T
2142,E
2143,K
2144,0
2145,0
2146,0
2147,5
2148,3
2149,6
2150,5
2151,9
2152,CYTEK00053660
2153,CYTEK00053661
2154,CYTEK00053662
2155,CYTEK00053663
2156,CYTEK00053664
2157,CYTEK00053753
2158,CYTEK00053754
